,Company_Brand,Sector,Stage,Amount($),City,HeadQuarter,What_it_does,Year,Founded,Founders,Investor
1721,Oye Rickshaw,Energy,Unknown,3000000.0,Gurugram,Gurugram,"Oye Rickshaw is an electric vehicle energy solutions company that connects people with public transportation using a booking app. Akash Deep, Mohit Sharma",2021,2017.0,"Alteria Capital, Chiratae Ventures",Undisclosed
1722,Legitquest,Energy,Unknown,600000.0,New Delhi,New Delhi,"LegitQuest is a legal-tech company that operates a legal research platform with Indian case laws. Himanshu Puri, Karan Kalia, Rohit Shukla",2021,2017.0,"WaterBridge Ventures, Info Edge",Undisclosed
1723,Swiggy,Energy,Unknown,800000000.0,Bangalore,Bangalore,"Swiggy is an on-demand food delivery platform that brings food from neighborhood restaurants directly to customers' doors. Nandan Reddy, Rahul Jaimini, Sriharsha Majety",2021,2014.0,"Carmignac, Falcon Edge Capital",Undisclosed
1724,AntWak,Education,Seed,3000000.0,Bangalore,Bangalore,AntWak provides a video platform for e-learning service.,2021,2019.0,"Basav Nagur, Joybroto Ganguly, Sudhanshu Shekhar, Sumit Gupta, Sriramkumar Sundararaman","Vaibhav Domkundwar, Kunal Shah"
1725,PlayShifu,Education,Series B,17000000.0,Bangalore,Bangalore,PlayShifu is an EdTech startup that offers teaching/learning tools for kids (4-12 years of age).,2021,2016.0,"Dinesh Advani, Vivek Goyal","Chiratae Ventures, Bharat Innovation Fund"
1726,Pitstop,Energy,Pre-series B,3500000.0,Bangalore,Bangalore,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,2021,2015.0,"Mihir Mohan Mishra, Nirant Ramakuru, Ruchi Deepak","Acko Technology, Services, LetsVenture"
1727,Lendingkart,Finance,Debt,15000000.0,Gujarat,Gujarat,Lendingkart is an online financing company dedicated to help entrepreneurs and small businesses with Working Capital Loans.,2021,1999.0,"Harshvardhan Lunia, Mukul Sachan","Bertelsmann India Investments, Fullerton Financial Holdings"
1728,CRED,Finance,Series D,215000000.0,Bangalore,Bangalore,CRED is a members-only credit card management and bill payments platform that rewards users every time they pay their credit card bills.,2021,2018.0,Kunal Shah,"Dragoneer Investment Group, Tiger Global Management"
1729,Karnival,Energy,Seed,2500000.0,Bangalore,Bangalore,A SAAS platform for retailers and brands to create wonderful post purchase customer journeys using smart receipts technology,2021,2015.0,Neeraj Tyagi,http://100x.vc/
1730,PharmEasy,Energy,Series E,350000000.0,Mumbai,Mumbai,"PharmEasy is a health tech startup offering services such as teleconsultation, medicine deliveries, and diagnostic test sample collection.",2021,2015.0,"Dharmil Sheth, Dhaval Shah, Mikhil Innani","TPG Growth, Caisse de Depot et Placement du Quebec"
1731,WESS,Energy,Seed,2000000.0,Mumbai,Mumbai,Waaree is India's Largest Solar Module Manufacturer & fastest growing EPC company with Presence across 68 countries.,2021,1989.0,Hitesh Doshi,Centrum Financial Services
1732,ShopSe,Finance,Unknown,5500000.0,Mumbai,Mumbai,"Make purchases online or at neighborhood store in easy EMIs through ShopSe. Pallav Jain, Abhishek Nimonkar, Yagnesh Desai",2021,2020.0,"Chiratae Ventures, BEENEXT",Undisclosed
1733,Fantasy Akhada,Energy,Unknown,600000.0,Gurugram,Gurugram,Fantasy Akhada offers fantasy sports platform for cricket and football. Amit Purohit,2021,2020.0,Harsha Bhogle,Undisclosed
1734,Rage Coffee,Energy,Pre-series A,3000000.0,New Delhi,New Delhi,Rage Coffee is infused with plant based vitamins. These 100% natural extracts are typically found in foods.,2021,2018.0,Bharat Sethi,"GetVantage, Prakash Katama"
1735,Groww,Finance,Series D,83000000.0,Bangalore,Bangalore,Groww is an investment platform that offers a new way of investing money with stockbroking and direct mutual funds.,2021,2017.0,"Harsh Jain, Ishan Bansal, Lalit Keshre, Neeraj Singh","Tiger Global Management, Y Combinator Continuity Fund"
1736,Avanti Finance,Finance,Series A,26000000.0,Bangalore,Bangalore,Avanti Finance lends relatively large but trust-based loans without formal credit footprint.,2021,2016.0,"Ratan Tata, Nandan Nilekani",Michael & Susan Dell Foundation
1737,Kudos,Finance,Pre-series A,3000000.0,Pune,Pune,"Kudos is a full stack NBFC, a digital lending engine with an in-built API lending protocol layer of over 20+ API’s.",2021,2014.0,Naresh Vigh,Marquee fintech founders
1738,OfBusiness,Finance,Unknown,110000000.0,Gurugram,Gurugram,"OfBusiness is a financing platform that offers smart financing to SMEs. Asish Mohapatra, Bhuvan Gupta, Chandranshu Sinha, Nitin Jain, Ruchi Kalra, Ruchi Kalra, Srinath Ramakkrushnan, Vasant Sridhar",2021,2015.0,"Falcon Edge India, Norwest Venture Partners",Undisclosed
1739,Superpro.ai,Energy,Seed,3000000.0,Bangalore,Bangalore,Enabling independent professionals to bring offline consulting online with AI,2021,2019.0,"Gaurav Tripathi, Sagar Ramteke, Vijay Goel, Vivek Kumar","SOSV, Omphalos Ventures India"
1740,ShareChat,Energy,Unknown,500000000.0,Bangalore,Bangalore,"ShareChat is a social networking and regional content platform. Ankush Sachdeva, Bhanu Pratap Singh, Farid Ahsan",2021,2015.0,"Twitter Ventures, Pawan Munjal",Undisclosed
1741,WiT-ACE,Energy,Seed,1000000.0,Gurugram,Gurugram,"Offer accelerated career experiences for women by Enabling, Engaging & Employing them to be in decision making roles.",2021,2020.0,Anuranjita Kumar,CitiusTech
1742,Spinny,Retail,Series C,65000000.0,Gurugram,Gurugram,Spinny is a used car buying platform enabling trustworthy and hassle-free transactions.,2021,2015.0,"Mohit Gupta, Niraj Singh, Ramanshu Mahaur","Arena Holdings, Think Investments"
1743,Alteria Capital,Finance,Debt,150000000000.0,Mumbai,Mumbai,Alteria Capital is a Venture debt firm .,2021,2018.0,Vinod Murali,Undisclosed
1744,Safexpay,Finance,Unknown,6000000.0,Thane,Thane,SafexPay is set up with the aim to build digital payments businesses and channel platforms encompassing payment gateways Ravi Gupta,2021,2017.0,"T Choithrams BVI, Ardor",Undisclosed
1745,PumPumPum,Energy,Pre-series A,700000.0,Gurugram,Gurugram,Pumpumpum is a car rental company.,2021,2018.0,"Tarun Lawadia, Sameer Kalra","Kogta Financial India Limited, ICICI Bank"
1746,Speciale Invest,Finance,Unknown,10000000.0,Bangalore,Bangalore,"Speciale Invest is an early stage investor focusing on Tech-driven/Deep-tech ventures. Vishesh Rajaram, Arjun Rao",2021,2017.0,"Ashneer Grover, Shashvat Nakrani",Undisclosed
1747,Eunimart,Education,Pre-series A,700000.0,Hyderabad,Hyderabad,Eunimart is a one stop solution for merchants to create a difference by selling globally.,2021,2016.0,"Saikat Roy, Shayak Mazumder","SucSEED Venture Partners, TMT Connekt"
1748,Meesho,Education,Unknown,300000000.0,Bangalore,Bangalore,"Meesho operates as an online reselling platform that enables anyone to start a business without investment. Sanjeev Barnwal, Vidit Aatrey",2021,2015.0,"SAIF Partners, Venture Highway",Undisclosed
1749,CareerLabs,Education,Unknown,2200000.0,Bangalore,Bangalore,"Aim to help students become future-ready, setting them on a path to success that suits them best. PN Santosh, Prasanna Alagesan, Krithika Srinivasan",2021,2019.0,Global Founders Capital,Undisclosed
1750,Uable,Education,Pre-series A,35000000.0,Bangalore,Bangalore,Uable are on a bold mission to redefine the future for millions of teenagers around the world.,2021,2020.0,Saurabh Saxena,"JAFCO Asia, Chiratae Ventures"
1751,Zoko,Energy,Seed,140000000.0,Bangalore,Bangalore,"Zoko makes it easy for businesses to do Sales, Marketing & Customer Support on WhatsApp.",2021,2016.0,"Arjun Paul, Aromal Sivadasan",Y Combinator
1752,GetWork,Energy,Seed,200000.0,Gurugram,Gurugram,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,2021,2019.0,Rahul Veerwal,Artha Venture Fund
1753,Easebuzz,Education,Series A,4000000.0,Pune,Pune,Easebuzz is an easy to use portal which allows you to start an online business and sell your favorite products with a free online store.,2021,2015.0,Rohit Prasad,"Jitendra Gupta, Amrish Rau"
1754,Chingari,Energy,Unknown,13000000.0,Bangalore,Bangalore,Chingari operates as a short video platform. Sumit Ghosh,2021,2018.0,"FJ Labs, Brian Norgard",Undisclosed
1755,DusMinute,Retail,Pre-series A,1100000.0,Bangalore,Bangalore,DusMinute aims to transform how communities live by giving them access to world-class amenities at their doorstep.,2021,2017.0,Apoorva Mishra,Indian Angel Network
1756,Onsurity,Energy,Unknown,3000000.0,Bangalore,Bangalore,"Onsurity is an employee healthcare platform providing a monthly healthcare membership with group health insurance to emerging businesses. Kulin Shah, Yogesh Agarwal",2021,2020.0,"Jitendra Gupta, Harsh Shah",Undisclosed
1757,Karbon Card,Finance,Unknown,3000000.0,Bangalore,Bangalore,"Prime objective is to empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits Pei-fu Hsieh, Amit Jangir, Kartik Jain, Sunil Sinha",2021,2019.0,Y Combinator,Undisclosed
1758,Factors.AI,Energy,Unknown,2000000.0,Bangalore,Bangalore,"Factors.AI is a Marketing Analytics platform providing sophisticated omnichannel, every-touch attribution technology and unparalleled performance insights for Marketers Aravind Murthy, Praveen Das, Srikrishna Swaminathan",2021,2020.0,"Elevation Partners, Emergent Ventures",Undisclosed
1759,Elevar,Energy,Unknown,2000000.0,Mumbai,Mumbai,"A Revolutionary Sports Brand, Engineered For Those Who Want More. Kunal Joshi, Pranav Marwah",2021,2017.0,"Kalaari Capital, Dream Capital",Undisclosed
1760,Studio Sirah,Energy,Unknown,800000.0,Bangalore,Bangalore,"Studio Sirah is founded with a belief in the increasing sophistication of the Indian gamer and the whitespace of midcore India-first games. Abhaas Shah, Prateek Shah",2021,2020.0,Lumikai,Undisclosed
1761,OTO Capital,Finance,Unknown,6000000.0,Mumbai,Mumbai,"The Future Of Vehicle Ownership! Harsh Saruparia, Sumit Chhazed",2021,2018.0,Matrix Partners India,Undisclosed
1762,1Bridge,Energy,Unknown,2500000.0,Bangalore,Bangalore,"Village Commerce Network - Bridging Aspirations, Creating Opportunities, Bringing Prosperity & Abundance to our village Madan Padaki, Anil Kumar, M Chakrawarty",2021,2016.0,C4D Partners,Undisclosed
1763,Skeps,Finance,Unknown,9500000.0,Gurugram,Gurugram,"A blockchain products company, developing a proprietary product in the FinTech space Mayank Tewari, Tushar Srivastava",2021,2018.0,Bertelsmann India,Undisclosed
1764,Curefoods,Energy,Unknown,13000000.0,Bangalore,Bangalore,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region. Ankit Nagori,2021,2020.0,"Iron Pillar, Nordstar, Binny Bansal",Undisclosed
1765,TartanSense,Energy,Unknown,5000000.0,Bangalore,Bangalore,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision. Jaisimha Rao,2021,2015.0,"FMC, Omnivore, Blume Ventures",Undisclosed
1766,Bewakoof,Energy,Unknown,8000000.0,Mumbai,Mumbai,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian. Prabhkiran Singh",2021,2012.0,InvestCorp,Undisclosed
1767,Kirana247,Energy,Unknown,1000000.0,New Delhi,New Delhi,"An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores. Tarun Jiwarajka, Pankhuri Jiwarajka",2021,2018.0,Mumbai Angels Network,Undisclosed
1768,FanPlay,Energy,,1200000.0,Computer Games,Computer Games,A real money game app specializing in trivia games YC W21,2021,2020.0,"Pritesh Kumar, Bharat Gupta",Upsparks
1769,NeoDocs,Energy,Unknown,3000000.0,Mumbai,Mumbai,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA. Nikunj Malpani, Anurag Meena, Pratik Lodha",2021,2020.0,"Y Combinator, 9Unicorns, Titan Capital",Undisclosed
1770,IsGoingOnline,Retail,Unknown,200000.0,Cochin,Cochin,Kochi-based digital catalogue and marketplace IsGoingOnline Eobin Alex,2021,2015.0,"Unicorn India Ventures, SEA Fund, Devdatt Shah",Undisclosed
1771,Camp K12,Education,Unknown,12000000.0,Gurugram,Gurugram,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions Anshul Bhagi",2021,2010.0,"Matrix Partners India, Elevation Capital",Undisclosed
1772,Elda Health,Energy,Unknown,1500000.0,Bangalore,Bangalore,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions. Swathi Kulkarni, Sindhuri Ananth, Shubham Sharma",2021,2020.0,"Avaana Capital, Orios Ventures",Undisclosed
1773,Sporjo,Energy,Unknown,2000000.0,Mumbai,Mumbai,A one stop destination to build a successful career in the Indian sports industry! G Srinivvasan,2021,2020.0,Punit Balan,Undisclosed
1774,Advantage Club,Energy,Unknown,1700000.0,Mumbai,Mumbai,"Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like: Sourabh Deorah, Smiti Bhatt Deorah",2021,2014.0,"Y Combinator, Broom Ventures, Kunal Shah",Undisclosed
1775,SuperGaming,Energy,Unknown,5500000.0,Pune,Pune,"At SuperGaming, building India's best gaming company. Roby John, Sanket Nadhani, Navneet Waraich",2021,2017.0,"Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",Undisclosed
1776,Ruptok,Finance,Unknown,1000000.0,New Delhi,New Delhi,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate . Ankur Gupta",2021,2020.0,Eclear Leasing,Undisclosed
1777,Curefoods,Energy,Unknown,13000000.0,Bangalore,Bangalore,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region. Ankit Nagori,2021,2020.0,"Iron Pillar, Nordstar, Binny Bansal",Undisclosed
1778,TartanSense,Energy,Series A,5000000.0,Bangalore,Bangalore,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,2021,2015.0,Jaisimha Rao,"FMC, Omnivore, Blume Ventures"
1779,Bewakoof,Energy,Unknown,8000000.0,Mumbai,Mumbai,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian. Prabhkiran Singh",2021,2012.0,InvestCorp,Undisclosed
1780,Kirana247,Energy,Pre-series A,1000000.0,New Delhi,New Delhi,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,2021,2018.0,"Tarun Jiwarajka, Pankhuri Jiwarajka",Undisclosed
1781,FanPlay,Energy,,1200000.0,Computer Games,Computer Games,A real money game app specializing in trivia games YC W21,2021,2020.0,"Pritesh Kumar, Bharat Gupta",Upsparks
1782,NeoDocs,Energy,Pre-seed,3000000.0,Mumbai,Mumbai,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.",2021,2020.0,"Nikunj Malpani, Anurag Meena, Pratik Lodha","Y Combinator, 9Unicorns, Titan Capital"
1783,IsGoingOnline,Retail,Pre-series A,200000.0,Cochin,Cochin,Kochi-based digital catalogue and marketplace IsGoingOnline,2021,2015.0,Eobin Alex,"Unicorn India Ventures, SEA Fund, Devdatt Shah"
1784,Camp K12,Education,Series A,12000000.0,Gurugram,Gurugram,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",2021,2010.0,Anshul Bhagi,"Matrix Partners India, Elevation Capital"
1785,Elda Health,Energy,Seed,1500000.0,Bangalore,Bangalore,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",2021,2020.0,"Swathi Kulkarni, Sindhuri Ananth, Shubham Sharma","Avaana Capital, Orios Ventures"
1786,Sporjo,Energy,Pre-series A,2000000.0,Mumbai,Mumbai,A one stop destination to build a successful career in the Indian sports industry!,2021,2020.0,G Srinivvasan,Punit Balan
1787,Advantage Club,Energy,Unknown,1700000.0,Mumbai,Mumbai,"Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like: Sourabh Deorah, Smiti Bhatt Deorah",2021,2014.0,"Y Combinator, Broom Ventures, Kunal Shah",Undisclosed
1788,SuperGaming,Energy,Series A,5500000.0,Pune,Pune,"At SuperGaming, building India's best gaming company.",2021,2017.0,"Roby John, Sanket Nadhani, Navneet Waraich","Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures"
1789,Ruptok,Finance,Unknown,1000000.0,New Delhi,New Delhi,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate . Ankur Gupta",2021,2020.0,Eclear Leasing,Undisclosed
1790,O’ Be Cocktails,Energy,Unknown,400000.0,Bangalore,Bangalore,India’s first and only Ready to Drink Premium Cocktails. Nitesh Prakash,2021,2019.0,"First Cheque, Letsventure",Undisclosed
1791,Zetwerk,Energy,Series E,150000000.0,Bangalore,Bangalore,ZETWERK is a universal manufacturing network powered by new-age technology.,2021,2018.0,"Srinath Ramakkrushnan, Amrit Acharya",Undisclosed
1792,AppsForBharat,Energy,Seed,4000000.0,Bangalore,Bangalore,"A mission to assist a billion Indians in their spiritual journey and help them feel happier, peaceful & more content.",2021,2020.0,Prashant Sachan,"Sequoia Capital India, BEENEXT"
1793,Imagimake,Energy,Unknown,3000000.0,Mumbai,Mumbai,"Imagimake – one of the fastest growing and most innovative start-up in the field of Toys, Games & Artist Supplies. Disha Katharani, Ravi Jalan",2021,2011.0,Velocity,Undisclosed
1794,Khatabook,Finance,Series C,100000000.0,Bangalore,Bangalore,Khatabook is the world's fastest-growing Saas company. It has become India's leading business management app for MSMEs with 50M+ downloads in a remarkably short period of time.,2021,2018.0,"Ravish Naresh, Ashish Sonone","Tribe Capital, Moore Strategic Ventures (MSV)"
1795,Smytten,Energy,Series A,6000000.0,Gurugram,Gurugram,India's largest premium discovery and trial platform!,2021,2015.0,"Swagat Sarangi, Siddhartha Nangia.",Fireside Ventures
1796,Syook,Energy,Series A,1000000.0,Bangalore,Bangalore,Syook is building the next generation enterprise IOT platform.,2021,2016.0,"Saurabh Sharma, Aman Agarwal, Arjun Nagarajan","Inflection Point Ventures, ONGC"
1797,Akudo,Finance,Pre-seed,3000000.0,Bangalore,Bangalore,Akudo is pioneering the concept of Learning-First Banking for Teenagers.,2021,2020.0,"Lavika Aggarwal, Sajal Khanna, Jagveer Gandhi","Y Combinator, Incubate Fund India"
1798,NOTO,Energy,Pre-series A,500000.0,Mumbai,Mumbai,"A healthy, low-calorie ice cream for the millennial Indian with an incurable sweet tooth.",2021,2019.0,"Varun Sheth, Ashni Sheth","Titan Capital, Rockstud Capital,  John Abraham, WEH Ventures"
1799,Lumiq,Energy,Seed,2000000.0,Noida,Noida,Help enterprises monetize their data and reinvent the digital transformation journey.,2021,2013.0,Shoaib Mohammad,Info Edge Ventures
1800,CommerceUp,Energy,Seed,3000000.0,Gurugram,Gurugram,Grow and manage ecommerce business from single dashboard,2021,2018.0,Piyush Pathak,NB Ventures
1801,Breathe Well-being,Energy,Series A,5500000.0,Gurugram,Gurugram,"Help people to prevent, manage or reverse Type 2 Diabetes through our clinically proven digital program.",2021,2015.0,"Rohan Verma, Aditya Kaicker",Accel
1802,Hike,Energy,Unknown,3000000.0,New Delhi,New Delhi,Hike is an Indian AI-led Unicorn startup that is committed to building a new social future. Kavin Bharti Mittal,2021,2012.0,"Binny Bansal, Kunal Shah",Undisclosed
1803,House of Kieraya,Energy,Unknown,15000000.0,Bangalore,Bangalore,"House of Kieraya, well-known for furniture and lifestyle rental brand ?Furlenco Ajith Mohan Karimpana",2021,2013.0,TradeCred,Undisclosed
1804,goEgoNetwork,Energy,Unknown,2000000.0,Pune,Pune,"goEgo is a complete E Mobility charging solution, that combines engagement, rewards & adoption through a mix of online and offline channels. Dheeman Kadam, Sayantan Chakraborti",2021,2019.0,Mumbai Angels Network,Undisclosed
1805,Probus,Energy,Bridge,500000.0,New Delhi,New Delhi,"A mission to increase the per capita consumption of electricity in India by 10X, which is presently 1/3 of global average- by reducing the distribution losses in Indian electricity distribution grid.",2021,2017.0,"Anand Singh, Ankit Vaish, Sunny Kumar Jadoon",Unicorn India Ventures
1806,DrinkPrime,Energy,Unknown,1000000.0,Bangalore,Bangalore,India's Smartest Water Purifiers and are redefining water purifier ownership. Anil Kejriwal,2021,2016.0,"UC Inclusive Credit, Western Capital",Undisclosed
1807,Smart Express,Energy,Seed,10000000.0,Mumbai,Mumbai,India’s Most Innovative and Awarded Express Logistics Company.,2021,2018.0,Yogesh Dhingra,"IIFL India Private Equity Fund, Smiti Holding & Trading Company"
1808,Smallcase,Finance,Series C,40000000.0,Bangalore,Bangalore,Smallcase is a new way to invest in the stock markets.,2021,2015.0,"Anugrah Shrivastava, Vasanth Kamath, Rohan Gupta",Faering Capital
1809,SATYA MicroCapital,Finance,Unknown,10000000.0,New Delhi,New Delhi,Satya MicroCapital Limited is a Delhi based NBFC serving low income entrepreneurs in rural and urban areas. Vivek Tiwari,2021,2017.0,"responsAbility Investments, Blue Orchard",Undisclosed
1810,Snack Amor,Energy,Unknown,3000000.0,Mumbai,Mumbai,"Snack Amor aims is to offer a healthy, natural and tasty snacking experience to its customers. Deepak Grover",2021,2014.0,"Sanchit Agarwal, Sujan Sinha, Michael Cooke",Undisclosed
1811,Postman,Energy,Series D,225000000.0,Bangalore,Bangalore,Postman is the collaboration platform for API development.,2021,2014.0,"Abhinav Asthana, Abhijit Kane, Ankit Sobti","CRV, Nexus Venture Partners"
1812,Hashnode,Energy,Series A,6700000.0,Bangalore,Bangalore,The easiest way to start a blog on personal domain for free & connect with the readers through our dev community,2021,2016.0,"Syed Fazle Rahman, Sandeep Panda","Salesforce Ventures, Sierra Ventures, Sequoia Capital India’s Surge"
1813,RACEnergy,Energy,Seed+,1300000.0,Hyderabad,Hyderabad,RACEnergy is working to power the future of mobility through clean and efficient technologies.,2021,2018.0,Arun Sreyas Reddy,"Micelio Fund, growX ventures"
1814,BharatPe,Finance,Debt,20000000.0,New Delhi,New Delhi,The vision to make financial inclusion a reality for Indian merchants.,2021,2018.0,"Ashneer Grover, Shashvat Nakrani","IIFL Wealth, Asset Management, Northern Arc Capital"
1815,Gyde,Energy,Seed,250000.0,Pune,Pune,"Gyde is a SAAS product that enables enterprises & SAAS companies to guide their application (web & mobile) users with step-by-step voice assistance, byte-sized training videos & rich help articles.",2021,2019.0,"Prasanna Vaidya, Shubham Deshmukh","Better Capital, Ashish Achrekar"
1816,BatteryPool,Energy,Seed,3000000.0,Pune,Pune,Building the Operating System for managing Electric Vehicles in fleets.,2021,2018.0,Ashwin Shankar,IAN
1817,AgNext,Energy,Series A,21000000.0,Chandigarh,Chandigarh,"AgNext is a fast-growing AgTech company that aims to solve quality and trust in food value chains by making them safer, transparent and fairer.",2021,2016.0,Taranjeet Singh Bhamra,Alpha Wave Incubation
1818,Xpresslane,Energy,Pre-seed,400000.0,Bangalore,Bangalore,"Xpresslane makes checkout fast and easy. With a unified identity across all e-commerce merchants, it brings efficiency and perfection in the overall checkout experience of the user.",2021,2019.0,Ashwin Koorakula,"Point One Capital, Yatra Angel Network (YAN), Opus Consulting, Manipal Technologies."
1819,LoanKuber,Energy,Pre-series A,1200000.0,New Delhi,New Delhi,LoanKuber is the lowest cost lender to Yest-to be Bankable - enabling borrowing with trust and confidence.,2021,2016.0,Saurabh Nagpal,Undisclosed
1820,OYO,Healthcare,Series F2,5000000.0,Gurugram,Gurugram,OYO is a global travel tech company that connects its patrons and guests.,2021,2013.0,Ritesh Agarwal,Microsoft
1821,Rapido,Energy,Unknown,52000000.0,Bangalore,Bangalore,"Rapido is a bike taxi service spread widely across all of India from Tier 1 to Tier 3 cities. Aravind Sanka, Pavan Guntupalli, SR Rishikesh",2021,2015.0,"Shell Ventures, Yamaha, Kunal Shah",Undisclosed
1822,YPay,Finance,Unknown,400000.0,Noida,Noida,YPay Card is the new way to manage money. Dr Navneet Gupta,2021,2017.0,We Founder Circle,Undisclosed
1823,SleepyCat,Energy,Unknown,3800000.0,Mumbai,Mumbai,An online sleep solutions company that believes in delivering luxurious sleep to everyone. Kabir Siddiq,2021,2017.0,"Saama Capital, DSG Consumer Partners, Sharrp Ventures",Undisclosed
1824,Ultrahuman,Energy,Unknown,17500000.0,Bangalore,Bangalore,"Ultrahuman is a global health and fitness platform that aids our user to achieve their true physical and mental potential. Mohit Kumar, Vatsal Singhal",2021,2020.0,Tiger Global’s Scott Schleifer,Undisclosed
1825,UpScalio,Education,Unknown,42000000.0,Gurugram,Gurugram,"UpScalio is India’s next generation, data-driven consumer goods company. Gautam Kshatriya",2021,2021.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Undisclosed
1826,Yellow Class,Education,Unknown,6000000.0,Gurugram,Gurugram,"Yellow Class is a new-age fun-learning platform where kids between 2-12 years can learn from a wide range of classes like dancing, drawing, personality development, creative writing and so on Anshul Gupta, Arpit Mittal",2021,2020.0,Elevation Capital,Undisclosed
1827,Yojak,Energy,Unknown,3800000.0,Gurugram,Gurugram,India’s first B2B online marketplace for building material. Anuj Jain,2021,2019.0,Info Edge Ventures,Undisclosed
1828,CreatorStack,Energy,Unknown,2000000.0,Bangalore,Bangalore,"Helping creators globally to engage deeply with their fans and communities Ankit Acharya, Kevin William David",2021,2019.0,Accel,Undisclosed
1829,Expertrons,Education,Unknown,2300000.0,Mumbai,Mumbai,"The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment Jatin Solank, Vivek Gupta",2021,2019.0,"Venture Catalysts, Auxano Capital, Venture Garage, Yoga Capital, Ah!Ventures, Lead Angels",Undisclosed
1830,Rage Coffee,Energy,Unknown,5000000.0,New Delhi,New Delhi,"Rage Coffee is a digitally native FMCG company that manufactures, markets & distributes innovative coffee products. Bharat Sethi",2021,2018.0,Sixth Sense Ventures,Undisclosed
1831,Klub,Finance,Unknown,20000000.0,Bangalore,Bangalore,"Klub was founded with the vision of revolutionizing growth capital for Asia’s most loved brands.a Anurakt Jain, Ishita Verma",2021,2019.0,"9Unicorns, Sequoia Capital India’s Surge",Undisclosed
1832,Navia Life Care,Energy,Unknown,1000000.0,New Delhi,New Delhi,"Navia Life Care is a health technlogy company with a special focus on patient care. Nupur Khandelwal, Kunal Kishore Dhawan, Gaurav Gupta",2021,2016.0,"Anicut Angel Fund, 9 Unicorns",Undisclosed
1833,1K Kirana Bazaar,Retail,Unknown,7000000.0,Gurugram,Gurugram,"India's First and Largest Network of Small-Town Kirana Stores Abhishek Halder, Anilesh Yadav, Kumar Sangeetesh",2021,2018.0,"Info Edge, FalconEdge",Undisclosed
1834,Zupee,Energy,Unknown,30000000.0,Gurugram,Gurugram,"Mission to improve people’s lives by improving their learning ability, skills and mental aptitude through scientifically designed mental exercises, applications Dilsher Singh, Siddhant Saurabh",2021,2018.0,"WestCap Group, Tomales Bay Capital",Undisclosed
1835,Locale.ai,Energy,Unknown,1000000.0,Bangalore,Bangalore,"Location Analytics for Companies With Moving Assets and Ground Operations. Rishabh Jain, Aditi Sinha",2021,2019.0,"Chiratae Ventures, Better Capital",Undisclosed
1836,VerSe Innovation,Energy,Unknown,450000000.0,Bangalore,Bangalore,"The core of the company (VerSe Innovation), is the idea that technology can help bridge the digital divide. Umang Bedi",2021,2018.0,"Siguler Guff, Baillie Gifford",Undisclosed
1837,MetroRide,Energy,Unknown,3000000.0,Bangalore,Bangalore,"Urban Mobility Affordable, Punctual & Sustainable. Girish Nagpal, Kaaman Agarwal",2021,2020.0,Mumbai Angels Network,Undisclosed
1838,Miko,Energy,Unknown,28000000.0,Mumbai,Mumbai,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT. Sneh R Vaswani, Prashant V Iyengar, Chintan S Raikar",2021,2015.0,"IIFL AMC, Mankind Pharma Family Office, Aroa Ventures",Undisclosed
1839,Whiz League,Education,Unknown,300000.0,New Delhi,New Delhi,"Revolutionizing learning experience that goes beyond academia Natasha Jain, Sonia Agarwal Bajaj",2021,2020.0,ITI Growth Opportunities,Undisclosed
