,Company_Brand,Sector,Stage,Amount($),City,HeadQuarter,What_it_does,Year,Founded,Founders,Investor
1840,Hash,Energy,Unknown,3500000.0,New Delhi,New Delhi,Hash is a new startup in consumer goods. Shwetank Jain,2021,2020.0,Amrac Investment Trust,Undisclosed
1841,Unacademy,Education,Unknown,3000000.0,Bangalore,Bangalore,"Unacademy aims to build the world's largest online knowledge repository for multi-lingual education. Gaurav Munjal, Hemesh Singh, Roman Saini",2021,2015.0,Bhavin Turakhia,Undisclosed
1842,Log 9 Materials,Energy,Series A+,8500000.0,Bangalore,Bangalore,Log9 Materials is on a mission to make global energy 100% clean.,2021,2014.0,"Akshay Singhal, Kartik Hajela",Amara Raja Batteries
1843,upGrad,Education,Unknown,25000000.0,Mumbai,Mumbai,"upGrad is India’s largest online higher education company providing programs in Data Science, Technology, Management and Law, to students, working professionals and enterprises. Phalgun Kompalli, Ronnie Screwvala, Mayank Kumar",2021,2015.0,India Infoline Finance,Undisclosed
1844,FlashPrep,Education,Pre-seed,500000.0,Bangalore,Bangalore,FlashPrep is the smart way to master learning.,2021,2020.0,"Dhiresh Nagwani, Ashwini Dhekane",Venture Highway
1845,Kenko Health,Energy,Pre-series A,1700000.0,Mumbai,Mumbai,"A unique healthcare financing solution focusing on ROI, affordability and superior customer experience",2021,2019.0,"Aniruddha Sen, Dhiraj Goel","BEENEXT, Orios"
1846,Wiz Freight,Energy,Seed,3500000.0,Chennai,Chennai,"Wiz is a tech-enabled freight forwarding platform. We make global shipping efficient, hassle-free and highly visible for businesses.",2021,2020.0,"Ramkumar Govindarajan, Ramkumar Ramachandran",Axilor
1847,Credgenics,Finance,Series A,25000000.0,New Delhi,New Delhi,Credgenics is India’s first of it's kind NPA resolution platform backed by credible investors including Accel Partners and Titan Capital.,2021,2018.0,"Rishabh Goel, Mayank Khera, Anand Agrawal","Westbridge Capital, Tanglin Venture Partners"
1848,BlueLearn,Education,Pre-seed,400000.0,Goa,Goa,"Building India's largest student community. Learn, network, and grow together with 40,000+ students!",2021,2020.0,"Harish Uthayakumar, Shreyans Sancheti","100X.VC﻿,﻿ Titan Capital, Rahul Mathur, Gaurav Mandlecha"
1849,NimbleBox.ai,Energy,Seed,1000000.0,Chennai,Chennai,A full-stack MLOps platform built to create & launch multi-cloud apps on the cloud,2021,2018.0,"Anshuman Pandey, Rohan Pooniwala",Venture Catalysts
1850,Pickrr,Energy,Series B,12000000.0,Gurugram,Gurugram,India's 1st Virtual Logistics solution catering to Global Brands/SMEs/Online sellers/AmazonSellers,2021,2015.0,"Rhitiman Majumdar, Gaurav Mangla, Ankit Kaushik","IIFL, Amicus Capital, Ananta Capital"
1851,Stellaris Venture Partners,Energy,Unknown,225000000.0,Bangalore,Bangalore,"Early-stage tech VC in India. Ritesh Banglani, Alok Goyal, Rahul Chowdhri",2021,2015.0,Mumbai Angels Network,Undisclosed
1852,Grip Invest,Finance,Series A,3000000.0,Gurugram,Gurugram,"Grip offers investment opportunities to invest in physical assets leased to corporates, to earn fixed monthly returns.",2021,2020.0,"Nikhil Aggarwal, Vivek Gulati","Venture Highway, Endiya Partners"
1853,Heads Up For Tails,Energy,Series A,37000000.0,New Delhi,New Delhi,"A one stop shop for all pet products with paw prints all across India, we design, manufacture and customize stylish",2021,2008.0,Rashi Sanon,"Verlinvest, Sequoia Capital India"
1854,Blue Tokai Coffee Roasters,Energy,Pre-series B,2000000.0,New Delhi,New Delhi,"Source, roast, and brew India's best single-origin Arabica coffee.",2021,2012.0,"Matt Chitharanjan, Shivam Shahi, Namrata Asthana",Anicut Angel Fund
1855,Neeman,Energy,Series A,2000000.0,Hyderabad,Hyderabad,India's first Startup to use the world's most revolutionary Natural & Renewable fibers in Footwear,2021,2017.0,Taran Chhabra,Sixth Sense Ventures
1856,BharatPe,Finance,Series E,370000000.0,New Delhi,New Delhi,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",2021,2018.0,"Ashneer Grover, Shashvat Nakrani",Tiger Global
1857,GoSats,Finance,Seed,700000.0,Bangalore,Bangalore,GoSats is a bitcoin stacking app that lets users earn bitcoin cashbacks when they shop with our partnered merchants.,2021,2020.0,"Mohammed Roshan, Roshni Aslam","Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital"
1858,StockGro,Finance,Pre-series A,5000000.0,Bangalore,Bangalore,Making Investment Social- India's First Social Trading Platform,2021,2020.0,Ajay Lakhotia,"Roots Ventures, Velo Partners"
1859,Onsurity,Energy,Series A,16000000.0,Bangalore,Bangalore,"Onsurity is a HealthTech & Employee Benefits organization, disrupting the SME and startup healthcare market with technology and innovation!",2021,2020.0,"Yogesh Agarwal, Kulin Shah",Nexus Venture Partners
1860,Khabri,Energy,Pre-series A,2000000.0,Gurugram,Gurugram,Khabri is India’s fastest growing vernacular audio platform targeted at next billion internet users.,2021,2017.0,"Pulkit Sharma, Aankit Roy, Sandeep Singh",Undisclosed
1861,Celcius,Energy,Unknown,500000.0,Mumbai,Mumbai,Celcius is a asset light startup with a web and app based SaaS platform which brings the complete cold chain solution network ONLINE Swarup Bose,2021,2020.0,"Mumbai Angels Network, Huddle, Lumis Partners",Undisclosed
1862,AyuRythm,Energy,Seed,3000000.0,Bangalore,Bangalore,AyuRythm is the world's first completely digital solution for personalized holistic wellness based on Ayurvedic principles.,2021,2017.0,Abhilesh Gupta,SucSEED Indovation Fund
1863,Enguru,Education,Pre-series A,3000000.0,Bangalore,Bangalore,Enguru provides a personalized & gamified English learning solution to prepare young adults for the workplace.,2021,2014.0,"Arshan Vakil, Tahem Veer Verma, Udit Hinduja","Potencia Ventures, Bisk Ventures, LetsVenture, Ronnie Screwvala, Arihant Patni"
1864,Rocket Skills,Education,Pre-seed,200000.0,Gurugram,Gurugram,Rocket Skills is the #1 Platform for learning skills which will bring a high positive impact on your business and life skills.,2021,2020.0,"Vibhu Bahuguna, Mohit Jain","Better Capital, First Cheque, Titan Capital"
1865,RenewBuy,Finance,Series C,10000000.0,Gurugram,Gurugram,"Simplify insurance and aim to take it to the last Indian, through our digitally enabled POSP advisors.",2021,2015.0,Balachander Sekhar,Evolvence Capital
1866,Faarms,Energy,Seed,2000000.0,Bangalore,Bangalore,FAARMS™ is a new age digital platform which aims to offer a one-stop solution to farmers.,2021,2020.0,"Taranbir Singh, Alok Duggal",Undisclosed
1867,UrbanMatrix Technologies,Energy,Unknown,100000.0,Chennai,Chennai,"Helping Industries & Organizations to seamlessly adopt drones in their workflow to elevate efficiency & profitability Rishabh Verma, Ashutosh Kumar, Divyanshu Pundir",2021,2019.0,SARA ELGI,Undisclosed
1868,Jupiter,Finance,Series B,44000000.0,Mumbai,Mumbai,"A digital banking experience that keeps pace with you, and helps master money too.",2021,2019.0,Jitendra Gupta,"Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India"
1869,Pixuate,Energy,Seed,1000000.0,Bangalore,Bangalore,"Pixuate enables intelligent business process automation through advanced computer vision, AI and machine learning.",2021,2012.0,"Akshata Kari, Prathvi Palekar",SucSEED Indovation Fund
1870,Playo,Energy,Pre-series A,500000.0,Bangalore,Bangalore,Playo is a one stop destination app for all things sports,2021,2014.0,Daanish Suhail,ah! Ventures High Tables
1871,Toothsi,Energy,Series B,20000000.0,Mumbai,Mumbai,India’s first and largest at home smile makeover service using invisible aligners.,2021,2018.0,"Dr Arpi Mehta, Dr Pravin Shetty, Dr Manjul Jain, Dr Anirudh Kale","Eight Roads Ventures, Think Investments, Mankekar Family Office"
1872,Soothe Healthcare,Energy,Series C,10000000.0,New Delhi,New Delhi,"Soothe is a consumer goods company engaged in manufacture, marketing & distribution of Personal Hygiene products.",2021,2012.0,Sahil Dharia,A91 Partners
1873,Goodmeetings,Energy,Series A,1700000.0,Bangalore,Bangalore,AI-Based Platform Built Exclusively for Remote Selling,2021,2020.0,Srinivasan Narayan,Chiratae Ventures
1874,Apnaklub,Energy,Seed,3500000.0,Bangalore,Bangalore,Apnaklub is India's most trusted wholesale platform that empowers people to set up their own retail and sales businesses by providing better-than-industry margins,2021,2020.0,"Shruti, Manish Kumar",Sequoia’s Surge
1875,ChefKart,Energy,Pre-seed,300000.0,Gurugram,Gurugram,"ChefKart is an end to end kitchen aide that plans, shops and cooks for you in your home kitchen.",2021,2020.0,"Vaibhav Gupta, Arpit Gupta, Aman Gupta","Lead Angels, Titan Capital, Pravega Ventures"
1876,Fashinza,Energy,Series A,20000000.0,Gurugram,Gurugram,A new-age supply chain and product development platform for the fashion industry.,2021,2020.0,"Pawan Gupta, Abhishek Sharma","Accel Partners, Elevation Capital"
1877,Fabheads,Energy,Pre-series A,3000000.0,Chennai,Chennai,Fabheads is a hardware startup creating automation equipment to manufacture high-end carbon fiber parts.,2021,2015.0,Dhinesh Kanagaraj,"Inflection Point Ventures, Rockstud Capital, FirstPort Capital, Bliss Flow Investments Pvt Ltd"
1878,QuickShift,Energy,Seed,770000.0,Pune,Pune,"Helping D2C brands scale with our AI powered Dashboard that manages Inventory, Order Processing, WMS, Shipping, Customer Support",2021,2016.0,Anshul Goenka,"Anicut Angel Fund, Axilor Ventures"
1879,StackBOX,Energy,Unknown,1200000.0,Bangalore,Bangalore,"DISTRIBUTION SIMPLIFIED Shanmukha Boora, Sabyasachi Bhattacharjee",2021,2016.0,"Ecosystem Ventures, CMM group",Undisclosed
1880,MedPrime Technologies,Energy,Seed,3000000.0,Thane,Thane,"MedPrime Technologies is a medical device company, dedicated to developing the best, customer-centric solutions for the healthcare needs of the world.",2021,2014.0,"Samrat, Greeshma Unnikrishnan, Binil Jacob, Mahesh Kumar Rathor","Mumbai Angels Network, Social Alpha"
1881,infra.market,Energy,Series D,125000000.0,Thane,Thane,Infra.Market is a Construction Solutions company that leverages technology to provide an enhanced procurement experience for all players in the construction ecosystem.,2021,2016.0,"Souvik Sengupta, Aaditya Sharda",Tiger Global
1882,CollegeDekho,Energy,Series B,35000000.0,Gurgaon,Gurgaon,"Collegedekho.com is Student’s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals",2021,2015.0,Ruchir Arora,"Disrupt ADQ, QIC"
1883,BOX8,Energy,Unknown,40000000.0,Mumbai,Mumbai,"India's Largest Desi Meals Brand Anshul Gupta, Amit Raj",2021,2012.0,Tiger Global,Undisclosed
1884,Simpl,Energy,Series B,40000000.0,Bangalore,Bangalore,"Simpl empowers merchants to build trusted relationships with their customers one transaction at a time through one-click checkout, personalized PoS credit and intelligent loyalty rewards",2021,2015.0,"Nitya, Chaitra Chidanand","Valar Ventures, IA Ventures"
1885,8i Ventures,Energy,Unknown,50000000.0,Mumbai,Mumbai,8i is a Mumbai & Bangalore based early stage fund that backs founders creating fintech and consumer category leaders in India. Vikram Chachra,2021,2018.0,Mumbai Angels Network,Undisclosed
1886,PayGlocal,Finance,Series A,4900000.0,Bangalore,Bangalore,PayGlocal is a FinTech solving for global payments acceptance,2021,2021.0,"Prachi Dharani, Rohit Sukhija, Yogesh Lokhande",Sequoia Capital India
1887,Curefit,Healthcare,Unknown,145000000.0,Bangalore,Bangalore,"Tata Digital-backed Curefit Mukesh Bansal, Ankit",2021,2016.0,Zomato,Undisclosed
1888,Pocket FM,Energy,Series B,22000000.0,Bangalore,Bangalore,"Pocket FM lets users discover and enjoy the greatest selection of audio content ranging from audiobooks, stories and podcasts from the most diverse creator community.",2021,2018.0,"Rohan, Nishanth Srinivas, Prateek Dixit","Lightspeed, Times Group, Tanglin Venture Partners"
1889,CHARGE+ZONE,Energy,Unknown,10000000.0,Vadodara,Vadodara,CHARGE+ZONE is a tech-driven EV Charging infrastructure company specializing in B2B and B2C charging services on both dedicated and opportunity based charging using smart-grid network. Kartikey Hariyani,2021,2018.0,Venture Catalysts,Undisclosed
1890,PlanetSpark,Education,Series B,13000000.0,Gurugram,Gurugram,PlanetSpark is building the World Leader in Communication Skills for children in the age groups of 4 to 14 years,2021,2017.0,"Maneesh Dhooper, Kunal Malik","Binny Bansal, Deep Kalra, Dr Ashish Gupta, Gokul Rajaram, Shirish Nadkarni"
1891,LenDenClub,Finance,Series A,10000000.0,Mumbai,Mumbai,P2P lending platform delivering high returns of up to 12% p.a. for 5 years to investors.,2021,2015.0,"Bhavin Patel, Dipesh Karki","Tuscan Ventures, Ohm Stock Brokers, Artha Venture Fund"
1892,CometChat,Energy,Series A,10000000.0,Mumbai,Mumbai,"Voice, video & text chat SDKs, APIs & Plugins for Developers.",2021,2009.0,"Anuj, Anant Garg",Signal Peak Ventures
1893,AgroStar,Energy,Series D,70000000.0,Pune,Pune,"AgroStar is one of India’s foremost AgTech start-ups, working on the mission of #HelpingFarmersWin.",2021,2013.0,"Shardul, Sitanshu Sheth","Evolvence, Hero Enterprise"
1894,Bizongo,Energy,Series D,100000000.0,Mumbai,Mumbai,Bizongo is India’s largest B2B platform for made-to-order products.,2021,2015.0,"Sachin Agrawal, Aniket Deb, Ankit Tomar",Tiger Global
1895,Probus Insurance,Finance,Unknown,6700000.0,Mumbai,Mumbai,Probus Insurance is a leading InsurTech platform in India. Rakesh goyal,2021,2002.0,BlueOrchard Impact Investment Managers,Undisclosed
1896,MoEngage,Energy,Series D,30000000.0,Bangalore,Bangalore,Insights-led customer engagement platform for the customer-obsessed marketers & product owners.,2021,2014.0,"Raviteja Dodda, Yashwanth Kumar",Steadview Capital
1897,CloudSEK,Energy,Series A,7000000.0,Bangalore,Bangalore,AI-powered Digital Risk Monitoring platform that provides real-time visibility of cyber threats and actionable Intel.,2021,2015.0,Rahul Sasi,MassMutual Ventures
1898,Exponent Energy,Energy,Pre-series A,5000000.0,Bangalore,Bangalore,Simplifying energy for EVs by building a Flexible Energy Stack.,2021,2020.0,"Arun Vinayak, Sanjay Byalal",YourNest VC
1899,Trinkerr,Energy,Series A,6600000.0,Bangalore,Bangalore,Trinkerr is India's first social trading platform.,2021,2021.0,"Manvendra Singh, Gaurav Agarwal",Accel India
1900,Zorro,Energy,Seed,32000000.0,Gurugram,Gurugram,Pseudonymous social network platform,2021,2021.0,"Jasveer Singh, Abhishek Asthana, Deepak Kumar","Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose"
1901,Ultraviolette,Energy,Series C,150000000.0,Bangalore,Bangalore,Create and Inspire the future of sustainable urban transportation through Accelerated Innovation.,2021,2021.0,"Subramaniam Narayan, Niraj Rajmohan","TVS Motor, Zoho"
1902,NephroPlus,Healthcare,Series E,24000000.0,Hyderabad,Hyderabad,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",2021,2009.0,Vikram Vuppala,IIFL Asset Management
1903,Unremot,Energy,Seed,700000.0,Bangalore,Bangalore,Unremot is a personal office for consultants!,2021,2020.0,Shiju Radhakrishnan,Inflection Point Ventures
1904,FanAnywhere,Finance,Seed,3000000.0,Bangalore,Bangalore,Celebrity NFT platform,2021,2021.0,"Varun Chaudhary, Amit Kumar","Oasis Capital, Scorpio VC, DeltaHub Capital"
1905,PingoLearn,Energy,Unknown,200000.0,Pune,Pune,"PingoLearn offers language learning courses with snackable videos. Mohit Menghani, Shubham Maheshwari",2021,2021.0,"Titan Capital, Haresh Chawla, AngelList Syndicate",Undisclosed
1906,Spry,Energy,Seed,1500000.0,Mumbai,Mumbai,THE BEST ROYALTY-FREE MUSIC TO CREATE TRENDING VIDEOS,2021,2021.0,"Gaurav Dagaonkar, Meghna Mittal","9Unicorns, Ashneer Grover"
1907,Enmovil,Energy,Pre-series A,1300000.0,Hyderabad,Hyderabad,Enmovil delivers a Business Intelligence Platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,2021,2015.0,"Ravi Bulusu, Nanda Kishore, Venkat Moganty",Anicut Angel Fund
1908,ASQI Advisors,Finance,Pre-series A,1000000.0,Mumbai,Mumbai,Bringing Blockchain technology intro mainstream finance!,2021,2019.0,Swapnil Pawar,Founders Room Capital
1909,Insurance Samadhan,Finance,Pre-series A,725000.0,New Delhi,New Delhi,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,2021,2018.0,Deepak Bhuvenshwari Uniyal,"9Unicorns, ZNL"
